	Dev_L	Dev_R	RMS_L	RMS_R	SD_L	SD_R	LOSS_L	LOSS_R	used
0	0.4639510624380826	1.00414093590397	0.07998558786530773	0.07982250712087917	0.05830617096843854	0.05532514535579166	0.0	0.0	not used
1	0.4244411874421061	0.8961812545244137	0.05362555623335671	0.07335192581677599	0.04290545998343937	0.057030858895934164	0.0	0.0	used
