	Dev_L	Dev_R	RMS_L	RMS_R	SD_L	SD_R	LOSS_L	LOSS_R	used
0	0.7043429835800676	0.8038271408507454	0.5424106590211926	0.40977074315776024	0.4724420089589868	0.3004571921342944	0.0	0.0	not used
1	0.5700673792101447	0.7719793147707201	0.47187736796632856	0.46853127873316547	0.4308460261882292	0.40921475917100714	0.0	0.0	used
